id;name;latitude;longitude;typeLandCode;countryCode;population;dem;isLoad
2245;Rotstergaast;52.9;5.88987;12;1;195;1;0
2246;Rotsterhaule;52.91956;5.85176;12;1;575;-1;0
2247;Rotterdam;51.88246;4.28784;2;1;651157;4;0
2248;Rottevalle;53.14523;6.10411;12;1;1355;1;0
2249;Rottum;52.93659;5.89447;12;1;660;-1;0
2250;Rozenburg;51.90417;4.24861;12;1;12420;1;0
2251;Rozendaal;52.03913;5.97268;2;1;1726;87;0
2252;Rucphen;51.52357;4.56586;2;1;23080;11;0
2253;Rugge;51.89921;4.15231;19;1;2495;0;0
2254;Ruigahuizen;52.88589;5.56179;12;1;120;2;0
2255;Ruinen;52.7625;6.35417;12;1;2610;7;0
2256;Ruinerweide;52.73083;6.33472;12;1;20;3;0
2257;Ruinerwold;52.72333;6.24861;12;1;2485;2;0
2258;Ruischerbrug;53.2325;6.6375;12;1;470;-2;0
2259;Rumpt;51.88417;5.17639;12;1;575;2;0
2260;Rustenburg;52.63583;4.87917;12;1;200;-1;0
2261;Ruurlo;52.08833;6.45;12;1;5940;18;0
2262;Ryptsjerk;53.22238;5.91717;12;1;811;-1;0
2263;Saaksum;53.31333;6.41944;12;1;90;3;0
2264;Saasveld;52.33167;6.80694;12;1;660;15;0
2265;Saaxumhuizen;53.38167;6.48472;12;1;15;1;0
2266;Salderes;51.51505;5.38991;19;1;3240;15;0
2267;Sandebuur;53.1725;6.45556;12;1;35;-1;0
2268;Sandelingen-Ambacht;51.85;4.61667;12;1;100;1;0
2269;Sandfirden;52.98803;5.51969;12;1;25;0;0
2270;Sappemeer;53.16417;6.79028;12;1;8298;2;0
2271;Sas van Gent;51.2275;3.79861;12;1;3856;5;0
2272;Sassenheim;52.225;4.52222;12;1;15510;4;0
2273;Sauwerd;53.29333;6.53472;12;1;995;0;0
2274;Schaarsbergen;52.02833;5.87083;12;1;230;41;0
2275;Schaft;51.29833;5.45556;12;1;155;28;0
2276;Schagen;52.78823;4.79965;2;1;46379;3;0
2277;Schagerbrug;52.8025;4.75833;12;1;1965;2;0
2278;Schaijk;51.74583;5.63194;12;1;5970;11;0
2279;Schalkhaar;52.26833;6.19444;12;1;4610;9;0
2280;Schalsum;53.19724;5.57153;12;1;125;0;0
2281;Schandelo;51.42333;6.1875;12;1;240;20;0
2282;Schardam;52.59667;5.01667;12;1;105;-1;0
2283;Scharendijke;51.73583;3.84306;12;1;1105;1;0
2284;Scharmer;53.205;6.70556;12;1;895;0;0
2285;Scharn;50.85;5.73333;19;1;6540;58;0
2286;Scharnegoutum;53.06051;5.67822;12;1;1540;2;0
2287;Scharsterbrug;52.94414;5.77889;12;1;825;1;0
2288;Scharwoude;52.62167;5.01389;12;1;430;-1;0
2289;Scheemda;53.17333;6.97222;12;1;2395;2;0
2290;Scheemdermeer;53.17167;6.99028;12;1;435;0;0
2291;Scheemderzwaag;53.18167;6.95139;12;1;115;-2;0
2292;Scheendijk;52.17917;5.02222;12;1;435;-2;0
2293;Scheepstal;51.50083;5.67917;12;1;85;16;0
2294;Scheerwolde;52.7575;6.01389;12;1;340;-1;0
2295;Schellinkhout;52.635;5.12083;12;1;900;1;0
2296;Schelluinen;51.84333;4.92639;12;1;1255;1;0
2297;Schenkeldijk;51.74167;4.60278;12;1;470;0;0
2298;Schermer;52.60013;4.80274;3;1;5540;-5;0
2299;Schermerhorn;52.60083;4.89167;12;1;1290;1;0
2300;Scherpenisse;51.54667;4.10556;12;1;1605;-1;0
2301;Scherpenzeel;52.08773;5.48698;2;1;10128;8;0
2302;Schettens;53.0834;5.48348;12;1;210;1;0
2303;Scheulder;50.82917;5.84444;12;1;310;158;0
2304;Scheveningen;52.10461;4.27557;12;1;23000;6;0
2305;Schiebroek;51.95838;4.47124;19;1;16305;-4;0
2306;Schiedam;51.9265;4.38675;2;1;79279;-2;0
2307;Schiermonnikoog;53.48025;6.15209;14;1;936;5;0
2308;Schijf;51.49917;4.56111;12;1;770;15;0
2309;Schijndel;51.62237;5.43667;3;1;23360;9;0
2310;Schilberg;51.09917;5.88611;19;1;1960;32;0
2311;Schildwolde;53.23327;6.81566;12;1;1485;1;0
2312;Schimmert;50.90667;5.82361;12;1;2310;127;0
2313;Schin op Geul;50.85417;5.86944;12;1;725;77;0
2314;Schinnen;50.95072;5.88771;3;1;12911;95;0
2315;Schinveld;50.96917;5.97917;12;1;4685;59;0
2316;Schipborg;53.075;6.67083;12;1;530;9;0
2317;Schiphol;52.29843;4.79094;19;1;55;12;0
2318;Schiphol-Rijk;52.28446;4.75838;19;1;30;-5;0
2319;Schipluiden;51.97583;4.31389;12;1;3635;-1;0
2320;Schokland;52.63481;5.77739;12;1;8;-3;0
2321;Schoonbron;50.85167;5.88056;12;1;215;92;0
2322;Schoondijke;51.35417;3.55556;12;1;1280;1;0
2323;Schoonebeek;52.6625;6.88472;12;1;3845;16;0
2324;Schoonhoven;51.9475;4.84861;12;1;12352;1;0
2325;Schoonloo;52.90583;6.7;12;1;175;21;0
2326;Schoonoord;52.84583;6.75556;12;1;2030;23;0
2327;Schoonouwen;51.96417;4.79167;12;1;140;-3;0
2328;Schoonrewoerd;51.92083;5.11667;12;1;1595;3;0
2329;Schore;51.4625;4.0;12;1;440;1;0
2330;Schouwen-Duiveland;51.69294;3.88676;2;1;34065;-1;0
2331;Schouwerzijl;53.33167;6.45;12;1;90;-1;0
2332;Schraard;53.08016;5.45162;12;1;180;3;0
2333;Schuddebeurs;51.67417;3.94444;12;1;375;3;0
2334;Schuilingsoord;53.07291;6.70003;12;1;305;8;0
2335;Schuring;51.72917;4.48472;12;1;190;-1;0
2336;Schutsboom;51.46152;5.6226;12;1;3490;18;0
2337;Schuttersveld;50.94467;5.98317;19;1;995;82;0
2338;Schuwacht;51.89333;4.64722;12;1;305;2;0
2339;Sebaldeburen;53.22;6.30972;12;1;340;1;0
2340;Seerijp;53.37647;5.29284;12;1;22;0;0
2341;Sellingen;52.94583;7.15139;14;1;1880;7;0
2342;Sellingerbeetse;52.9325;7.08194;12;1;205;8;0
2343;Selwerd;53.2352;6.5545;19;1;6525;1;0
2344;Serooskerke;51.54833;3.59444;12;1;1605;1;0
2345;Sevenum;51.4125;6.0375;12;1;5035;31;0
2346;Sexbierum;53.21823;5.48402;12;1;1530;4;0
2347;Sibbe;50.84417;5.82639;12;1;1015;153;0
2348;Sibrandabuorren;53.06667;5.71667;12;1;370;-2;0
2349;Sibrandahûs;53.31149;5.93863;12;1;45;-1;0
2350;Siddeburen;53.25;6.86806;12;1;2910;0;0
2351;Siegerswoude;53.09974;6.2447;12;1;830;4;0
2352;Sijbekarspel;52.7075;5.00278;12;1;345;-2;0
2353;Silvolde;51.90917;6.3875;12;1;4850;16;0
2354;Simpelveld;50.82901;5.9841;2;1;10477;156;0
2355;Sinderen;51.90417;6.46111;12;1;145;17;0
2356;Sint Agatha;51.7125;5.9125;12;1;310;11;0
2357;Sint Anna ter Muiden;51.31417;3.36528;12;1;50;3;0
2358;Sint Annaparochie;53.2762;5.65727;12;1;3935;1;0
2359;Sint Anthonis;51.61826;5.84354;3;1;11577;23;0
2360;Sint Antoniusbank;50.84333;5.76528;12;1;105;87;0
2361;Sint Geertruid;50.79667;5.76528;12;1;935;138;0
2362;Sint Gerlach;50.87154;5.79248;19;1;875;60;0
2363;Sint Hubert;51.67833;5.80833;12;1;995;13;0
2364;Sint Jacobiparochie;53.27291;5.60354;12;1;1380;3;0
2365;Sint Jansklooster;52.6775;6.00556;12;1;1190;10;0
2366;Sint Joost;51.1175;5.89861;12;1;1310;28;0
2367;Sint Kruis;51.2725;3.49861;12;1;120;2;0
2368;Sint Laurens;51.5275;3.60278;12;1;1005;1;0
2369;Sint Maarten;52.7725;4.74583;12;1;915;0;0
2370;Sint Maartensbrug;52.78083;4.72778;12;1;660;1;0
2371;Sint Maartensvlotbrug;52.78667;4.70833;12;1;715;1;0
2372;Sint Nicolaasga;52.92293;5.74242;12;1;3285;3;0
2373;Sint Odiliënberg;51.14333;6.0;12;1;2810;31;0
2374;Sint Pancras;52.66;4.78333;12;1;6050;4;0
2375;Sint Philipsland;51.61667;4.16528;12;1;2095;-1;0
2376;Sint Pieter;50.83706;5.69203;19;1;145;57;0
2377;Sint Willebrord;51.54833;4.58889;12;1;8655;9;0
2378;Sint-Michielsgestel;51.66076;5.37851;2;1;28673;4;0
2379;Sint-Oedenrode;51.5637;5.46537;3;1;17935;13;0
2380;Sintjohannesga;52.93157;5.85588;12;1;1290;-1;0
2381;Sion;52.01417;4.325;12;1;805;-1;0
2382;Sirjansland;51.6775;4.03056;12;1;260;2;0
2383;Sittard;50.99833;5.86944;12;1;48400;48;0
2384;Sittard-Geleen;51.01074;5.82288;2;1;92956;48;0
2385;Skarsterlân;52.9565;5.79185;3;1;27289;0;0
2386;Slappeterp;53.21246;5.62054;12;1;85;-1;0
2387;Sleen;52.77167;6.80278;12;1;2200;18;0
2388;Sleeuwijk;51.81583;4.95278;12;1;5859;0;0
2389;Slek;51.08616;5.88087;19;1;915;30;0
2390;Slenaken;50.76917;5.86111;12;1;380;147;0
2391;Slichtenhorst;52.20333;5.49444;12;1;450;5;0
2392;Sliedrecht;51.82999;4.77191;2;1;25597;-2;0
2393;Slijk-Ewijk;51.885;5.78889;12;1;305;11;0
2394;Slijkenburg;52.80694;5.84473;12;1;35;0;0
2395;Slikkerveer;51.88531;4.60494;19;1;8750;-1;0
2396;Slochteren;53.23368;6.78903;3;1;15545;-4;0
2397;Slootdorp;52.8425;4.97222;12;1;1350;-1;0
2398;Sloten;52.89477;5.64526;12;1;735;5;0
2399;Sluipwijk;52.03917;4.74167;12;1;335;1;0
2400;Sluis;51.3349;3.51974;2;1;23166;0;0
2401;Sluiskil;51.27833;3.83611;12;1;2411;3;0
2402;Sluisoord;52.22291;5.98145;19;1;4205;11;0
2403;Smakt;51.56667;6.00417;12;1;220;19;0
2404;Smalle Ee;53.10325;6.01853;12;1;40;2;0
2405;Smallebrugge;52.9603;5.63862;12;1;20;-1;0
2406;Smallingerland;53.11667;6.03333;2;1;56040;0;0
2407;Smitshoek;51.85561;4.48319;12;1;580;0;0
2408;Snakkerburen;53.21976;5.80851;12;1;220;0;0
2409;Sneek;53.03297;5.6589;12;1;32811;6;0
2410;Snelrewaard;52.0275;4.90833;12;1;825;-3;0
2411;Snikzwaag;52.98389;5.78859;12;1;65;0;0
2412;Soerendonk;51.30083;5.575;12;1;1660;28;0
2413;Soest;52.15636;5.29854;2;1;46906;14;0
2414;Soestdijk;52.19083;5.28472;12;1;4780;4;0
2415;Soestduinen;52.14583;5.3;12;1;150;12;0
2416;Soeterbeek;51.34083;6.07778;12;1;135;23;0
2417;Someren;51.38233;5.71049;2;1;19428;27;0
2418;Someren-Eind;51.3575;5.73333;12;1;2725;28;0
2419;Sommelsdijk;51.75667;4.14861;12;1;890;0;0
2420;Son;51.51136;5.49282;12;1;4930;15;0
2421;Son en Breugel;51.5097;5.49934;2;1;17552;13;0
2422;Sondel;52.87219;5.60007;12;1;410;3;0
2423;Sonnega;52.87011;5.96824;12;1;210;1;0
2424;Spaansehoek;51.52333;5.01111;12;1;215;16;0
2425;Spaanshuisken;51.03667;5.95556;12;1;35;61;0
2426;Spaarnwoude;52.405;4.69444;12;1;150;-2;0
2427;Spainkbos;52.22228;5.94738;19;1;1155;20;0
2428;Spakenburg;52.25;5.36667;12;1;4375;2;0
2429;Spanga;52.81904;5.88382;12;1;65;-1;0
2430;Spangen;51.91688;4.43539;19;1;10285;7;0
2431;Spankeren;52.05833;6.1125;12;1;775;13;0
2432;Spannum;53.14337;5.6074;12;1;240;0;0
2433;Spaubeek;50.94;5.84306;12;1;3360;72;0
2434;Spechtenkamp;52.13926;5.01758;19;1;1080;-2;0
2435;Speelheide;51.50607;5.40519;19;1;1355;20;0
2436;Spekholzerheide;50.85559;6.02471;12;1;3175;159;0
2437;Speuld;52.27083;5.70694;12;1;370;26;0
2438;Spier;52.81917;6.46667;12;1;170;14;0
2439;Spierdijk;52.65083;4.94306;12;1;1585;-1;0
2440;Spijk;53.39;6.8375;12;1;1220;3;0
2441;Spijkenisse;51.845;4.32917;12;1;74988;1;0
2442;Spijkerboor;53.07667;6.76667;12;1;150;1;0
2443;Spoelwijk;52.08333;4.69583;12;1;160;-3;0
2444;Spoolde;52.5075;6.05417;12;1;300;1;0
2445;Spoordonk;51.5175;5.27083;12;1;665;11;0
2446;Spoorwijk;52.05347;4.31339;19;1;4255;2;0
2447;Sprengenbos;52.21902;5.94163;19;1;4315;26;0
2448;Sprengenweg-Noord;52.21839;5.95068;19;1;1120;21;0
2449;Sprenkelaar;52.22512;5.99922;19;1;3775;9;0
2450;Sprundel;51.5375;4.59722;12;1;3625;11;0
2451;Spui;51.2975;3.87778;12;1;258;0;0
2452;Staatsliedenkwartier;52.19951;5.97691;19;1;3065;15;0
2453;Stadbroek;51.00187;5.87656;19;1;2525;42;0
2454;Stadsfenne;53.03987;5.67844;19;1;3060;1;0
2455;Stadskanaal;53.00005;6.98906;2;1;31754;3;0
2456;Stakenborg;53.01833;7.17639;12;1;185;4;0
2457;Stampersgat;51.61333;4.44444;12;1;1155;3;0
2458;Standdaarbuiten;51.61333;4.51389;12;1;1930;-1;0
2459;Staphorst;52.63241;6.20737;2;1;17261;1;0
2460;Starnmeer;52.54739;4.78661;12;1;205;-3;0
2461;Statenkwartier;52.09311;4.27577;19;1;9300;10;0
2462;Stavenisse;51.5875;4.0125;12;1;1505;2;0
2463;Stavoren;52.88525;5.35886;12;1;900;2;0
2464;Stede Broec;52.69617;5.22389;2;1;21743;-2;0
2465;Stedum;53.3225;6.69583;12;1;895;-1;0
2466;Steenbergen;51.60081;4.32077;2;1;24310;0;0
2467;Steendam;53.27417;6.84306;12;1;160;-2;0
2468;Steenderen;52.06417;6.1875;12;1;1950;12;0
2469;Steenenkamer;52.245;6.14306;12;1;280;7;0
2470;Steenoven;51.60833;4.90278;12;1;105;8;0
2471;Steensel;51.37667;5.35278;12;1;1280;28;0
2472;Steenwijk;52.7875;6.12083;12;1;17138;7;0
2473;Steenwijkerland;52.75587;6.04028;2;1;44341;-2;0
2474;Steenwijkerwold;52.80417;6.06389;12;1;1720;12;0
2475;Steenwijksmoer;52.66917;6.69861;12;1;605;12;0
2476;Stegeslag;51.94151;6.06194;19;1;3145;10;0
2477;Steggerda;52.85734;6.07548;12;1;810;2;0
2478;Stein;50.97358;5.76126;2;1;24875;53;0
2479;Stepekolk;51.455;5.61251;12;1;1995;17;0
2480;Sterksel;51.35167;5.61111;12;1;910;31;0
2481;Sterrenberg;51.9935;5.88387;19;1;1035;63;0
2482;Stevensbeek;51.60333;5.91667;12;1;455;19;0
2483;Steyl;51.33217;6.11942;12;1;3695;15;0
2484;Stichtse Vecht;52.17679;5.01259;2;1;65108;-2;0
2485;Stieltjeskanaal;52.675;6.82917;12;1;175;14;0
2486;Stiens;53.26234;5.75769;12;1;7300;2;0
2487;Stitswerd;53.36167;6.6;12;1;60;-1;0
2488;Stokkum;52.21167;6.50694;12;1;730;15;0
2489;Stolwijk;51.9725;4.77361;12;1;3730;-1;0
2490;Stompetoren;52.61333;4.82083;12;1;1920;-1;0
2491;Stoof;51.59917;4.47778;12;1;585;1;0
2492;Stootshorn;53.19417;6.83889;12;1;95;-1;0
2493;Stoutenburg;52.1525;5.43611;12;1;365;4;0
2494;Strabeek;50.87163;5.81383;12;1;160;72;0
2495;Stramproy;51.19417;5.71944;12;1;4510;34;0
2496;Strijen;51.74521;4.55083;12;1;9371;2;0
2497;Strijensas;51.71583;4.58611;12;1;395;0;0
2498;Strijp;52.03083;4.30139;12;1;3955;0;0
2499;Stroe;52.18583;5.69167;12;1;695;20;0
2500;Stroet;52.75583;4.75417;12;1;355;-1;0
2501;Stroobos;53.23784;6.21363;12;1;265;-1;0
2502;Strucht;50.8525;5.86111;12;1;380;81;0
2503;Stuifakker;51.88417;4.0625;12;1;565;-1;0
2504;Sumar;53.18333;6.0;12;1;935;1;0
2505;Surhuisterveen;53.18477;6.17031;12;1;5550;0;0
2506;Surhuizum;53.20475;6.17981;12;1;925;1;0
2507;Suwâld;53.17826;5.9273;12;1;555;0;0
2508;Swartbroek;51.23;5.77361;12;1;555;31;0
2509;Sweagerbosk;53.24817;6.04746;12;1;585;2;0
2510;Sweikhuizen;50.95417;5.84722;12;1;565;81;0
2511;Swichum;53.15377;5.82035;12;1;50;0;0
2512;Swier;50.90333;5.89861;12;1;305;91;0
2513;Swolgen;51.4925;6.11806;12;1;870;21;0
2514;Sûdwest Fryslân;53.01056;5.5258;2;1;89999;-2;0
2515;Taarlo;53.03333;6.62639;12;1;75;11;0
2516;Tappersheul;52.03583;4.85972;12;1;140;-2;0
2517;Teeffelen;51.7975;5.49306;12;1;155;8;0
2518;Tegelen;51.34417;6.13611;12;1;20190;20;0
2519;Tempel;52.0675;4.70417;12;1;200;-6;0
2520;Ten Boer;53.27862;6.69618;3;1;7292;-1;0
2521;Ten Esschen;50.89897;5.93614;12;1;155;94;0
2522;Ten Post;53.2975;6.72778;12;1;680;0;0
2523;Tenzing Domain;52.37286;4.87061;6;1;100;4;0
2524;Ter Aar;52.16583;4.70694;12;1;9630;0;0
2525;Ter Aard;53.02583;6.54722;12;1;80;11;0
2526;Ter Apel;52.87667;7.05972;12;1;3880;11;0
2527;Ter Apelkanaal;52.9025;7.04861;12;1;670;10;0
2528;Ter Heijde;52.03;4.16806;12;1;705;4;0
2529;Ter Hole;51.31667;4.03611;12;1;196;1;0
2530;Ter Idzard;52.90371;6.03506;12;1;250;2;0
2531;Ter Lucht;51.92583;4.27222;12;1;115;0;0
2532;Terband;52.99526;5.90541;12;1;270;-1;0
2533;Terblijt;50.85417;5.78889;12;1;185;117;0
2534;Terborg;51.92;6.35417;12;1;4425;15;0
2535;Terbregge;51.95328;4.51537;19;1;3525;-2;0
2536;Terdiek;52.72417;4.89444;12;1;160;0;0
2537;Terheijden;51.64333;4.75417;12;1;5910;2;0
2538;Terherne;53.03333;5.78333;12;1;775;-3;0
2539;Terkaple;53.0209;5.78417;12;1;230;-1;0
2540;Terlinden;50.785;5.83056;12;1;125;190;0
2541;Termaar;50.86833;5.88889;12;1;730;130;0
2542;Termunten;53.29667;7.04583;12;1;395;2;0
2543;Termunterzijl;53.30083;7.03611;12;1;245;-3;0
2544;Ternaard;53.38203;5.96523;12;1;1165;2;0
2545;Terneuzen;51.2855;3.82817;2;1;54440;1;0
2546;Teroele;52.93529;5.69315;12;1;30;0;0
2547;Terschelling;53.4;5.35;2;1;4870;1;0
2548;Terschuren;50.91812;5.90795;19;1;470;90;0
2549;Terschuur;52.165;5.51667;12;1;1480;6;0
2550;Tersoal;53.07454;5.73675;12;1;350;2;0
2551;Terwinselen;50.86659;6.02471;12;1;3820;154;0
2552;Terwispel;53.01973;6.0478;12;1;545;-1;0
2553;Terwolde;52.28333;6.1;12;1;1120;7;0
2554;Teteringen;51.60917;4.82083;12;1;7230;6;0
2555;Teuge;52.2375;6.05;12;1;390;5;0
2556;Texel;53.07883;4.81166;2;1;13656;-2;0
2557;Teylingen;52.21556;4.50648;2;1;37791;2;0
2558;The Hague;52.07667;4.29861;15;1;474292;4;0
2559;Theereheide;51.63843;5.33729;12;1;4045;6;0
2560;Thesinge;53.26833;6.65139;12;1;440;0;0
2561;Tholen;51.58336;4.13373;2;1;26085;-5;0
2562;Thorn;51.16167;5.84167;12;1;2295;34;0
2563;Thull;50.93583;5.89306;12;1;140;71;0
2564;Tiel;51.88463;5.40429;2;1;41920;5;0
2565;Tiendweg-West;51.90118;4.66395;12;1;220;-1;0
2566;Tiengemeten;51.73904;4.3099;7;1;10;0;0
2567;Tienray;51.495;6.09306;12;1;1040;21;0
2568;Tijnje;53.03058;5.99193;12;1;1120;0;0
2569;Tilburg;51.57787;5.06555;2;1;215521;14;0
2570;Tilligte;52.40583;6.95139;12;1;741;22;0
2571;Tinallinge;53.35667;6.53333;12;1;55;4;0
2572;Tinga;53.02064;5.64575;19;1;2190;0;0
2573;Tinte;51.88667;4.13611;12;1;245;1;0
2574;Tirns;53.05834;5.62637;12;1;105;1;0
2575;Tivoli;51.42069;5.50818;19;1;1495;20;0
2576;Tjalhuizum;53.04524;5.61281;12;1;25;0;0
2577;Tjalleberd;52.99729;5.94443;12;1;815;0;0
2578;Tjerkgaast;52.90393;5.67787;12;1;380;3;0
2579;Tjerkwerd;53.04168;5.5014;12;1;295;3;0
2580;Tjoene;52.2875;6.17917;12;1;195;13;0
2581;Tjuchem;53.28;6.87778;12;1;150;0;0
2582;Toldijk;52.055;6.22083;12;1;385;10;0
2583;Tolkamer;51.855;6.10278;12;1;2430;14;0
2584;Tomb of Clément van Maasdijk;52.01926;5.86817;21;1;1;42;0
2585;Tonden;52.13833;6.14444;12;1;340;8;0
2586;Tongelre;51.44889;5.51978;19;1;19680;18;0
2587;Tongeren;52.35333;5.92083;12;1;30;24;0
2588;Tonnekreek;51.67833;4.49306;12;1;45;-5;0
2589;Toornwerd;53.35417;6.63611;12;1;75;0;0
2590;Tricht;51.89083;5.26806;12;1;1850;5;0
2591;Trintelen;50.84083;5.94861;12;1;140;202;0
2592;Tripscompagnie;53.1375;6.825;12;1;120;-1;0
2593;Tubbergen;52.40451;6.78241;2;1;21315;23;0
2594;Tuikwerd;53.31667;6.9;12;1;3005;-3;0
2595;Tuil;51.82333;5.24028;12;1;500;4;0
2596;Tuindorp;51.93032;4.3784;19;1;1040;0;0
2597;Tuk;52.79667;6.09444;12;1;1615;3;0
2598;Tungelroy;51.21167;5.73056;12;1;710;32;0
2599;Tussenklappen;53.145;6.86528;12;1;85;-1;0
2600;Tussenlanen;51.94083;4.80417;12;1;110;-2;0
2601;Tweede Exloërmond;52.90917;6.93333;12;1;2365;9;0
2602;Tweede Tol;51.76667;4.64444;12;1;375;-1;0
2603;Tweede Valthermond;52.89417;7.02778;12;1;45;7;0
2604;Twekkelerveld;52.23064;6.86004;19;1;4395;33;0
2605;Twello;52.23667;6.10278;12;1;13500;7;0
2606;Twenterand;52.44974;6.56122;2;1;33699;8;0
2607;Twijzel;53.23152;6.08952;12;1;1020;1;0
2608;Twijzelerheide;53.24015;6.04591;12;1;1580;1;0
2609;Twisk;52.74083;5.05278;12;1;1115;1;0
2610;Tynaarlo;53.10417;6.60271;2;1;33978;4;0
2611;Tytsjerk;53.21343;5.90961;12;1;1400;0;0
2612;Tytsjerksteradiel;53.19966;5.95802;2;1;32060;-2;0
2613;Tzum;53.15899;5.56277;12;1;945;0;0
2614;Tzummarum;53.23733;5.54612;12;1;1205;1;0
2615;Ubachsberg;50.85333;5.94861;12;1;1420;186;0
2616;Ubbena;53.045;6.57222;12;1;95;10;0
2617;Ubbergen;51.84767;5.95355;3;1;9450;9;0
2618;Ubroek;51.37782;6.15869;19;1;20;21;0
2619;Uddel;52.25917;5.78056;12;1;1865;32;0
2620;Uden;51.65682;5.61258;3;1;41725;18;0
2621;Udenhout;51.60917;5.14306;12;1;7650;11;0
2622;Uffelte;52.79;6.28056;12;1;1235;5;0
2623;Ugchelen;52.18464;5.93177;12;1;3475;30;0
2624;Uitdam;52.41917;5.07083;12;1;125;2;0
2625;Uiterburen;53.17583;6.87361;12;1;320;3;0
2626;Uitgeest;52.52855;4.71176;2;1;13632;3;0
2627;Uithoorn;52.23999;4.83072;2;1;30206;-5;0
2628;Uithuizen;53.4075;6.67083;12;1;4935;3;0
2629;Uithuizermeeden;53.41417;6.72361;12;1;2775;3;0
2630;Uitweg;51.9825;5.01667;12;1;525;1;0
2631;Uitwellingerga;52.99899;5.71403;12;1;345;-1;0
2632;Uitwierde;53.34167;6.89583;12;1;60;5;0
2633;Uitwijk;51.78583;5.00694;12;1;340;1;0
2634;Ulestraten;50.90583;5.78194;12;1;2595;111;0
2635;Ulft;51.89;6.37778;12;1;10440;15;0
2636;Ulicoten;51.4575;4.85833;12;1;470;20;0
2637;Ulrum;53.35917;6.33333;12;1;1300;3;0
2638;Ulvenhout;51.54907;4.79931;12;1;4520;6;0
2639;Ureterp;53.09244;6.16718;12;1;3810;3;0
2640;Urk;52.66585;5.62371;2;1;20776;-2;0
2641;Urkhoven;51.43583;5.53194;12;1;180;18;0
2642;Urmond;50.99083;5.77222;12;1;3560;47;0
2643;Usquert;53.4025;6.61111;12;1;1275;4;0
2644;Utrecht;52.09083;5.12222;13;1;375161;13;0
2645;Utrechtse Heuvelrug;52.03486;5.35738;2;1;49946;27;0
2646;Vaals;50.77848;5.97674;2;1;10092;202;0
2647;Vaartbroek;51.47954;5.49806;12;1;5200;19;0
2648;Vaassen;52.28583;5.96667;12;1;12719;15;0
2649;Vaesrade;50.92917;5.90694;12;1;975;93;0
2650;Valburg;51.91167;5.79028;12;1;1660;11;0
2651;Valendries;51.80658;5.73445;19;1;2000;9;0
2652;Valkenburg;52.18;4.43194;12;1;3925;2;0
2653;Valkenburg aan de Geul;50.85711;5.83489;2;1;16365;100;0
2654;Valkenheide;52.04;5.41667;12;1;170;11;0
2655;Valkenswaard;51.32575;5.45323;2;1;31221;30;0
2656;Valkeveen;52.30083;5.19722;12;1;475;11;0
2657;Valkkoog;52.77583;4.77222;12;1;130;1;0
2658;Valthe;52.84583;6.89444;12;1;1095;25;0
2659;Valthermond;52.88167;6.9625;12;1;3385;9;0
2660;Van Ewijcksluis;52.88417;4.87361;12;1;220;-1;0
2661;Van Starkenborgh;53.23931;6.57493;17;1;930;0;0
2662;Varik;51.82333;5.37083;12;1;895;4;0
2663;Varsseveld;51.94333;6.45833;12;1;5450;19;0
2664;Vechten;52.06333;5.17222;12;1;120;2;0
2665;Veele;53.03917;7.09861;12;1;205;2;0
2666;Veelerveen;53.05583;7.12778;12;1;560;1;0
2667;Veen;51.7775;5.10833;12;1;2991;4;0
2668;Veendam;53.10667;6.87917;12;1;28155;2;0
2669;Veenendaal;52.02459;5.55562;2;1;65589;10;0
2670;Veenhuizen;53.03167;6.39583;12;1;950;12;0
2671;Veeningen;52.67;6.36944;12;1;300;5;0
2672;Veenklooster;53.26316;6.10222;12;1;105;3;0
2673;Veenoord;52.71087;6.84869;12;1;2175;15;0
2674;Veere;51.53902;3.55688;2;1;21953;-2;0
2675;Veessen;52.3775;6.09028;12;1;465;5;0
2676;Vegelinsoord;52.99988;5.86473;12;1;385;1;0
2677;Veghel;51.60185;5.56749;3;1;37465;9;0
2678;Velddriel;51.76917;5.30278;12;1;820;3;0
2679;Veldhoek;52.04583;6.41111;12;1;150;20;0
2680;Veldhoven;51.41253;5.38052;2;1;45500;22;0
2681;Veldhuizen;52.07537;5.01234;12;1;9460;0;0
2682;Velp;51.995;5.97361;12;1;17669;20;0
2683;Velsen;52.45182;4.63211;2;1;68617;8;0
2684;Velsen-Zuid;52.46;4.65;12;1;67758;4;0
2685;Velswijk;52.01083;6.30694;12;1;285;13;0
2686;Veltum;51.51954;5.96032;19;1;3765;29;0
2687;Ven;51.64;5.55;12;1;4430;11;0
2688;Ven-Zelderheide;51.7125;6.02361;12;1;610;14;0
2689;Venebrugge;52.56083;6.67361;12;1;115;13;0
2690;Venhorst;51.60833;5.7375;12;1;1050;25;0
2691;Venlo;51.39277;6.16041;2;1;101603;16;0
2692;Venray;51.51412;5.95927;2;1;43326;30;0
2693;Verzorgingshuis De Ankerplaats;52.5092;5.4681;6;1;159;-3;0
2694;Vessem;51.42083;5.28889;12;1;2220;24;0
2695;Veulen;51.4825;5.95278;12;1;520;30;0
2696;Vianen;51.96948;5.107;3;1;19967;-1;0
2697;Vierbannen;51.74917;4.90972;12;1;275;2;0
2698;Vierhouten;52.3325;5.82778;12;1;395;25;0
2699;Vierhuizen;53.36083;6.29167;12;1;130;1;0
2700;Vierpolders;51.87917;4.17917;12;1;1215;-1;0
